country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.27 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-26-220626-GENERAL-STUDIES.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.27 MB),https://www.upsc.gov.in/sites/default/files/ENGLISH-LITERATURE-PAPER%20II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.27 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Mara_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.27 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MARATHI-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.28 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Mait_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.29 MB),https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-HYDROGEOLOGY.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.29 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-BOTANY-PAPER-II-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.3 MB),https://www.upsc.gov.in/sites/default/files/QP-GeosM-25-GEOLOGY-PAPER-III-230625.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.31 MB),https://www.upsc.gov.in/sites/default/files/KANNADA-LITERATURE-%28PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.32 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-26-220626-INDIAN-ECONOMICS.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.32 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-24-INDIAN-ECONOMICS-240624.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.32 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-ZOOLOGY-PAPER-II-051223.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.33 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Eng_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.33 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Guj_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.34 MB),https://www.upsc.gov.in/sites/default/files/QP-GeosM-25-GEOLOGY-PAPER-I-230625.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.35 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-BOTANY-PAPER-I-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.35 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-AGRICULTURAL-ENGINEERING-PAPER-I-051223.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.35 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ENGLISH-LITERATURE-PAPER-II--290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.37 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Telu_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.38 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-24-GENERAL-STUDIES-240624.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.39 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-AGRICULTURAL-ENGINEERING-PAPER-I-241125.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.39 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Beng_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.39 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ENGLISH-LITERATURE-PAPER-I-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.4 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-26-220626-GENERAL-ECONOMICS-PAPER-III.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.4 MB),https://www.upsc.gov.in/sites/default/files/KANNADA-LITERATURE-PAPER%20II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.4 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-25-GENERAL-STUDIES-230625.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.4 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-AH-VS-PAPER-II-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.42 MB),https://www.upsc.gov.in/sites/default/files/HINDI-LITERATURE-PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.42 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-FORESTRY-PAPER-II-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.42 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-KANNADA-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.43 MB),https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-GEOLOGY-PAPER-I.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.44 MB),https://www.upsc.gov.in/sites/default/files/TAMIL-LITERATURE-PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.45 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-26-220626-GENERAL-ECONOMICS-PAPER-II.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.45 MB),https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-GEOLOGY-PAPER-III.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.47 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-SINDHI-DEVANAGARI-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.49 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-ANIM-HUSB-VET-SCIENCE-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.49 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Snk_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.49 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Tam_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.49 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-HINDI-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.5 MB),https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEOLOGY-PAPER-II-240624.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.5 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ZOOLOGY-PAPER-I-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.52 MB),https://www.upsc.gov.in/sites/default/files/ENGLISH-LITERATURE-PAPER%20I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.52 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-24-GENERAL-ECONOMICS-PAPER-III-240624.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.52 MB),https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-HYDROGEOLOGY-240624.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.53 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-AGRICULTURE-PAPER-II-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.54 MB),https://www.upsc.gov.in/sites/default/files/ZOOLOGY-PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.56 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-GENERAL-KNOWLEDGE-021224.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.56 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-GENERAL-KNOWLEDGE-051223.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.57 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Guj_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.59 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-FORESTRY-PAPER-1-051223.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.6 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-POLITICAL-SCIENCE-INTERNL%20-REL-PAPER-I-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.61 MB),https://www.upsc.gov.in/sites/default/files/TAMIL-LITERATURE-PAPER%20II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.62 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-ANTHROPOLOGY-PAPER-I-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.63 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-GEOLOGY-PAPER-II-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.63 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-ZOOLOGY-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.63 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-24-GENERAL-ENGLISH-240624.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.63 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-GUJARATI-LITERATURE-PAPER-I-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.64 MB),https://www.upsc.gov.in/sites/default/files/ZOOLOGY-PAPER-II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.64 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-POL-SC-IR-PAPER-I-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.64 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-GENERAL-STUDIES-PAPER-I-180923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.65 MB),https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-GEOLOGY-PAPER-II.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.65 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-25-GENERAL-ECONOMICS-PAPER-II-230625.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.66 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Kann_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.67 MB),https://www.upsc.gov.in/sites/default/files/PUNJABI-LITERATURE-PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.69 MB),https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-26-220626-GENERAL-ENGLISH.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.69 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Eng_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.69 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Hn_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.69 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Sind_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.69 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ANTHROPOLOGY-PAPER-II-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.72 MB),https://www.upsc.gov.in/sites/default/files/PSYCHOLOGY-PAPER-II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.72 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-TAMIL-LITERATURE-PAPER-I-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.73 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-GEOLOGY-PAPER-II-051223.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.74 MB),https://www.upsc.gov.in/sites/default/files/URDU-LITERATURE-PAPER-II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.74 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-AGRICULTURE-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.74 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_GenStud_I_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.75 MB),https://www.upsc.gov.in/sites/default/files/GENERAL-STUDIES-PAPER%20I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.76 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-MATHEMATICS-PAPER-II-241125.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.76 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ESSAY-180923.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.77 MB),https://www.upsc.gov.in/sites/default/files/ANTHROPOLOGY-PAPER%20I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.77 MB),https://www.upsc.gov.in/sites/default/files/GEOGRAPHY-PAPER-I-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.77 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-AGRICULTURAL-ENGINEERING-PAPER-II-021224.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.79 MB),https://www.upsc.gov.in/sites/default/files/BOTANY-PAPER-II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.8 MB),https://www.upsc.gov.in/sites/default/files/PUBLIC-ADMINISTRATION-PAPER-II-QP-CSM-25-010925.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.8 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-COMMERCE-AND-ACCOUNTANCY-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.8 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PSYCHOLOGY-PAPER-II-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.8 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MAITHILI-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.82 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-PHILOSOPHY-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.82 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-SOCIOLOGY-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.82 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Pun_P_I_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.82 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-TAMIL-LITERATURE-PAPER-II-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.83 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-ANIM-HUSB-VET-SCIENCE-PAPER-I-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.84 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-PHYSICS-PAPER-II-241125.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.84 MB),https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-ANIMAL-HUSBANDRY-VETERINARY-SCIENCE-PAPER-I-051223.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.85 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-SOCIOLOGY-PAPER-I-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.86 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-HISTORY-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.86 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-24-PUBLIC-ADMINISTRATION-PAPER-II-031024.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.86 MB),https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Kann_P_II_Lite_03102024.pdf,PDF resource,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.86 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-BOTANY-PAPER-I-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.86 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MALAYALAM-LITERATURE-PAPER-I-290923.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
India,GA,GA,A,exam archive,UPSC previous question papers,https://www.upsc.gov.in/examinations/previous-question-papers,(1.87 MB),https://www.upsc.gov.in/sites/default/files/QP-CSM-23-GEOLOGY-PAPER-II-29092023.pdf,PDF paper/problem,English,Official General Ability and Intelligence and other papers
