country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo15-5.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo-14-1.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo-14-2.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo-14-3.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo-14-4.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/sol-crmo-14-5.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/crmo-2013-solutions-1.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/crmo-2013-solutions-2.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/crmo-2013-solutions-4.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Solution,https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/solutions-to-rmo-2013-mumbai-region.pdf,PDF solution/answer,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,B,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Stages,https://olympiads.hbcse.tifr.res.in/about-olympiads/stages/,HTML source/link,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,B,Olympiad archive,HBCSE Olympiad past papers,https://olympiads.hbcse.tifr.res.in/how-to-prepare/past-papers/,Syllabus,https://olympiads.hbcse.tifr.res.in/how-to-prepare/syllabus/,HTML source/link,English/Hindi,Official mathematics and science Olympiad papers and solutions
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Academic Council,https://ccweb.tifr.res.in/AppAdmin/NewCommitteeOrder/docs/Standing%20Order%20D-3-2023-24_Academic%20Council%20of%20TIFR.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Advertisement,https://www.tifr.res.in/academics/docs/GS-2026_Advertisement.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2026_QP_Biology.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2025_QP_Biology.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2024_QP_Bio_JGEEBILS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2023_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2021_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2019_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2017_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2015_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2013_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2011_QP_Biology.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Biology,https://www.tifr.res.in/academics/docs/past_QP/GS2010-QP-BIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2026_QP_Chemistry.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2025_QP_Chemistry.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2024_QP_Chemistry.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2023_QP_CHM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_CHM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2021_QP_CHM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_CHM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2019_QP_CHM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2011_QP_Chemistry.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry,https://www.tifr.res.in/academics/docs/past_QP/GS2010-QP-CHM.PDF,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2017_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2015_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2013_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-X,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_CHM_X.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2017_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2015_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2013_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Chemistry-Y,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_CHM_Y.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2023_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2021_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2019_QP_CS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2017_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2015_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2013_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_CSS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2011_QP_Computer.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer & Systems Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2010-QP-CSS.PDF,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer Science,https://www.tifr.res.in/academics/docs/past_QP/GS2026_QP_CS_LIDS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer Science,https://www.tifr.res.in/academics/docs/past_QP/GS2025_QP_CS_LIDS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Computer Science,https://www.tifr.res.in/academics/docs/past_QP/GS2024_QP_CS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Examination Board,https://www.tifr.res.in/academics/docs/D-8-2025-26_Constitutio_of_Examination_Board_TIFR_GS_Programme.pdf,PDF paper/problem,English,Official graduate entrance papers
India,EM/DM,EM/DM,B,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Final Answer Keys,https://www.tifr.res.in/academics/gs_final_keys.php,HTML solution/answer,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Finance,"https://ccweb.tifr.res.in/AppAdmin/NewCommitteeOrder/docs/OD-R15-2023-24,%20FC.pdf",PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,B,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,GATE/JEST/CSIR/Other Exams,https://www.tifr.res.in/academics/gate_jest_csir.php,HTML paper/problem/practice,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Gender Harmony/ Womens' Cell,"https://ccweb.tifr.res.in/AppAdmin/NewCommitteeOrder/docs/OD-R37-2023-24,%20TCGH.pdf",PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Learning Information & Data Sciences,https://www.tifr.res.in/academics/docs/past_QP/GS2024_QP_LIDS.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_WLBIO.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,MSc Wildlife Biology and Conservation,https://www.tifr.res.in/academics/docs/past_QP/GS2010-QP-BIO-M.SC.-WILDLIFE.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2026_QP_Mathematics.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2025_QP_Mathematics.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2024_QP_Maths.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2023_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2021_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2019_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2018_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2017_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2016_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2015_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2014_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2013_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2012_QP_MTH.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2011_QP_Maths.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics,https://www.tifr.res.in/academics/docs/past_QP/GS2010-QP-MTH.PDF,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics-PhD at CAM,https://www.tifr.res.in/academics/docs/past_QP/GS2026_QP_Mathematics_PhD_CAM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Mathematics-PhD at CAM,https://www.tifr.res.in/academics/docs/past_QP/GS2025_QP_Mathematics_PhD_CAM.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,NEP,"https://ccweb.tifr.res.in/AppAdmin/NewCommitteeOrder/docs/OFFICE%20ORDER%20OD%20%EF%BF%BD%20C2%20%EF%BF%BD%202021-22,%20TIFR-NEP%20discussion%20committee.pdf",PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Physics,https://www.tifr.res.in/academics/docs/past_QP/GS2023_QP_PHY.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Physics,https://www.tifr.res.in/academics/docs/past_QP/GS2022_QP_PHY.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Physics,https://www.tifr.res.in/academics/docs/past_QP/GS2021_QP_PHY.pdf,PDF resource,English,Official graduate entrance papers
India,EM/DM,EM/DM,A,exam archive,TIFR past question papers,https://www.tifr.res.in/academics/past_question_papers.php,Physics,https://www.tifr.res.in/academics/docs/past_QP/GS2020_QP_PHY.pdf,PDF resource,English,Official graduate entrance papers
