resource_url,http_status,content_type,live_bucket
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/prermo2014.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2018/05/INJSO-Solution-20190219.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2017/09/INJSO2018-Solution-20180228.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/prermo2012.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2017/02/INJSO2017-Solution-20170215.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2016-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2024/02/INAO2024-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2023/01/INAO2023-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2015-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2013-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2012-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2022/03/IOQB2022-PartII-Questions-en.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2023/11/NonKV-or-Non-JNV.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2010-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/how-to-prepare/olympiad-books/,200,text/html; charset=utf-8,200_html
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2011-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/injso2009-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2023/02/INPhO2023-Solution-20230215.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2019/08/PRMO-2019-Question-Paper.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2022/03/IOQP2022-PartII-Solutions-20220503.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2021/02/IOQP2021-PartII-Solutions-20210217.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/02/INPhO2025-Solution-20250219.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2018/05/INPhO2019-Solution-20190219.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2017/09/INPhO2018-Solution-20180213.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/inpho2013-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/inpho2010-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2018/05/INChO2019-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2023/01/INChO2023-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/inpho2009-S.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2021/01/IOQJS2021-PartII-Questions-en.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2017/08/prmo2017.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/02/INBO2025-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2023/01/INPhO2023-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2021/02/IOQB2021-PartII-Questions-en.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/,200,text/html; charset=utf-8,200_html
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2022/03/IOQC2022-PartII-Questions-en.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2016/09/prermo2013.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/olympiads-2026-2027/,200,text/html; charset=utf-8,200_html
https://olympiads.hbcse.tifr.res.in/olympiads/wp-content/uploads/2018/08/PRMO18_Question_Paper.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/2025/02/INAO2025-Question.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/wp-content/uploads/ino20/INBO2020-Questions-en.pdf,200,application/pdf,200_pdf
https://olympiads.hbcse.tifr.res.in/about-olympiads/people/,200,text/html; charset=utf-8,200_html
