country,resource_url,resource_title,source_type,source_title,language,source_file
India,https://www.upsc.gov.in/sites/default/files/QP-NDA-NA-II-24-GENERAL-ABILITY-TEST-020924.pdf,(29.05 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSP-24-GENERAL-STUDIES-PAPER-I-180624.pdf,(29.11 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CDSE-II-2023-GK-04092023.pdf,(29.22 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-NDA-NA-I-25-GENERAL-ABILITY-TEST-150425.pdf,(29.23 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_NDANAI2024_MATHEMATICS_22042024.pdf,(29.25 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSP-24-GENERAL-STUDIES-PAPER-II-180624.pdf,(29.85 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-19-20-PAPER%20-%20I-280823.pdf,(29.9 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-GEO-PHYSICS-PAPER-III.pdf,(3.05 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/GEOGRAPHY-PAPER%20II-QP-CSM-25-010925.pdf,(3.05 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-GEOGRAPHY-PAPER-I-031024.pdf,(3.13 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-MATHEMATICS-PAPER-I-031024.pdf,(3.14 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/BENGALI-COMPULSORY-QP-CSM-25-010925.pdf,(3.15 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-GENERAL-STUDIES-PAPER-II-180923.pdf,(3.16 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-MEDICAL-SCIENCE-PAPER-I-031024.pdf,(3.17 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Pun_P_II_Lite_03102024.pdf,(3.18 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-LAW-PAPER-II-29092023.pdf,(3.18 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-KANNADA-COMPULSORY-290923.pdf,(3.19 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-24-STATISTICS-PAPER-III-240624.pdf,(3.2 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MALAYALAM-COMPULSORY-290923.pdf,(3.2 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/ASSAMESE-COMPULSORY-QP-CSM-25-010925.pdf,(3.22 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MEDICAL-SCIENCE-PAPER-II-29092023.pdf,(3.22 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/PUNJABI-COMPULSORY-QP-CSM-25-010925.pdf,(3.23 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Guj_Comp_03102024.pdf,(3.23 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-CIVIL-ENGINEERING-PAPER-I-021224.pdf,(3.24 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PUNJABI-LITERATURE-PAPER-II--290923.pdf,(3.25 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Snk_Comp_03102024.pdf,(3.26 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MAITHILI-COMPULSORY-290923.pdf,(3.26 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-SOCIOLOGY-PAPER-I-031024.pdf,(3.27 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-BENGALI-COMPULSORY%29-290923.pdf,(3.27 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-CHEMICAL-ENGINEERING-PAPER-II-241125.pdf,(3.28 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CISF-AC-EXE-LDCE-24-ESSAY-PRECIS-WRITING-COMPREHENSION-110324.pdf,(3.29 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-CIVIL-ENGINEERING-PAPER-I-241125.pdf,(3.33 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ANTHROPOLOGY-PAPER-I-29092023.pdf,(3.33 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/TELUGU-COMPULSORY-QP-CSM-25-010925.pdf,(3.36 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Pun_Comp_03102024.pdf,(3.36 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-GeosM-25-GEOPHYSICS-PAPER-II-230625.pdf,(3.37 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Assa_Comp_03102024.pdf,(3.37 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Beng_Comp_03102024.pdf,(3.37 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-MATHEMATHICS-PAPER-II-051223.pdf,(3.37 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Bodo_Comp_03102024.pdf,(3.41 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PHILOSOPHY-PAPER-II-29092023.pdf,(3.42 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Sind_Comp_03102024.pdf,(3.44 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CBI_DSP_LDCE_2023_CrimLaw_18032024.pdf,(3.44 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-POL-SC-IR-PAPER-II-29092023.pdf,(3.45 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-POLITICAL-SCIENCE-INTERNL%20-REL-PAPER-II-031024.pdf,(3.46 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-24-CIVIL-ENGINEERING-PAPER-II-240624.pdf,(3.47 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-GEOLOGY-PAPER-II-031024.pdf,(3.49 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-NEPALI-COMPULSORY-290923.pdf,(3.49 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Telu_Comp_03102024.pdf,(3.52 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/ODIA-COMPULSORY-QP-CSM-25-010925.pdf,(3.54 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-MANAGEMENT-PAPER-II-031024.pdf,(3.54 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-GeosM-25-CHEMISTRY-PAPER-III-230625.pdf,(3.56 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Odia_Comp_03102024.pdf,(3.57 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-CIVIL-ENGINEERING-PAPER-II.pdf,(3.58 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-COMMERCE-ACCOUNTANCY-PAPER-II-29092023.pdf,(3.58 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-CHEMICAL-ENGINEERING-PAPER-I-051223.pdf,(3.59 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEOLOGY-PAPER-I-240624.pdf,(3.61 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-PHILOSOPHY-PAPER-I-031024.pdf,(3.63 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CAPF_2023_GS-Essay-Compre_07082023.pdf,(3.63 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Hn_Comp_03102024.pdf,(3.65 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-CHEMISTRY-PAPER-II-051223.pdf,(3.65 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PHYSICS-PAPER-II-29092023.pdf,(3.65 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-GUJARATI-COMPULSORY-290923.pdf,(3.66 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MANIPURI-COMPULSORY-290923.pdf,(3.69 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-SOCIOLOGY-PAPER-II-29092023.pdf,(3.7 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MATHEMATICS-PAPER-II-QP-CSM-25-010925.pdf,(3.72 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-STATISTICS-PAPER%20-II-051223.pdf,(3.72 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IES-ISS-25-GENERAL-ECONOMICS-PAPER-I-230625.pdf,(3.74 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-24-ELECTRONICS-TELECOMMUNICATION-ENGINEERING-PAPER-II-240624.pdf,(3.75 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-24-ELECTRICAL-ENGINEERING-PAPER-II-240624.pdf,(3.76 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/PHYSICS-PAPER-I-QP-CSM-25-010925.pdf,(3.78 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-CHEMICAL-ENGINEERING-PAPER-II-051223.pdf,(3.8 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-ELECTRONICS-TELECOM-ENGINEERING-PAPER-I.pdf,(3.81 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CISF2026_EssayPrecisWritCompre_09032026.pdf,(3.83 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGeoScnstM-26-220626-CHEMISTRY-PAPER-III.pdf,(3.85 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-STATISTICS-PAPER-I-021224.pdf,(3.85 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-LAW-PAPER-I-29092023.pdf,(3.86 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/KANNADA-COMPULSORY-QP-CSM-25-010925.pdf,(3.89 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ODIA-COMPULSORY-290923.pdf,(3.91 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-ELECTRONICS-TELECOM-ENGINEERING-PAPER-II.pdf,(3.92 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/KASHMIRI-COMPULSORY-QP-CSM-25-010925.pdf,(3.92 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Mara_Comp_03102024.pdf,(3.92 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MATHEMATICS-PAPER-I-29092023.pdf,(3.92 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEOLOGY-PAPER-III-240624.pdf,(3.93 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-STATISTICS-PAPER-I-241125.pdf,(3.96 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-MECHANICAL-ENGINEERING-PAPER-I-051223.pdf,(3.96 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSM_2024_Kann_Comp_03102024.pdf,(3.98 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-24-MECHANICAL-ENGINEERING-PAPER-II-240624.pdf,(3.98 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MANAGEMENT-PAPER-I-QP-CSM-25-010925.pdf,(3.99 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CDS-I-26-ELEMENTARY-MATHEMATICS-130426.pdf,(30.05 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_NDANAI2024_GENERAL-ABILITY-TEST_22042024.pdf,(30.18 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-NDA-NA-I-26-MATHEMATICS-130426.pdf,(30.43 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-21-22-PAPER-II-PROCEDURE-PRACTICE-CATEGORY-III-161023.pdf,(30.5 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSP-25-GENERAL-STUDIES-PAPER-II-26052025.pdf,(30.58 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CDS-I-26-GENERAL-KNOWLEDGE-130426.pdf,(30.87 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CAPF-Exam-2026-GENERAL-ABILITY-AND-INTELLIGENCE-200726.pdf,(30.89 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CISF-25-GENERAL-ABLITY-INTELLIGENCE-PROFESSIONAL-SKILL-280425.pdf,(31.45 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-NDANA-II-25-GENERAL-ABILITY-TEST-150925.pdf,(31.49 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-NDANA-II-2023-GAT-04092023.pdf,(31.62 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CAPF-25-GENERAL-ABILITY-INTELLIGENCE-040825.pdf,(31.76 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-LDCE-24-PAPER-II-ProcedurePractice-Categories-I-and-VIII-130125.pdf,(32.63 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-LDCE-24-PAPER-II-ProcedurePracticeCategory-II-130125.pdf,(32.87 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-25-Steno19-21-ProcedurePracticeCategoriesI-IV-VIII-IX-AND-XI.pdf,(33.35 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-LDCE-24-PAPER-II-ProcedurePracticeCategory-X-130125.pdf,(33.56 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-25-Steno19-21-ProcedurePracticeCategories-II-and-V-151225.pdf,(34.14 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CSP_2026_GENERAL_STUDIES_PAPER-I_25052026.pdf,(34.19 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-25-Steno19-21-ProcedurePractice-Category-VI-and-X-151225.pdf,(34.24 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-19-20-PAPER-II%20%28PROC-PRACTICE%2C%20CATEGORY%20X%29-280823.pdf,(36.34 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-23-MECHANICAL-ENGINEERING-PAPER-II-051223.pdf,(4.03 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-CIVIL-ENGINEERING-PAPER-II-021224.pdf,(4.06 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PUNJABI-COMPULSORY-290923.pdf,(4.08 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-25-MECHANICAL-ENGINEERING-PAPER-II-241125.pdf,(4.09 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-STATISTICS-PAPER-II-031024.pdf,(4.1 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEO-PHYSICS-PAPER-II-240624.pdf,(4.13 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/ELECTRO-TELECOMN-ENGINEERING-PAPER-I-QP-ESEM-25-110825.pdf,(4.14 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-ELECTRICAL-ENGINEERING-PAPER-II.pdf,(4.2 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-MECHANICAL-ENGINEERING-PAPER-II.pdf,(4.21 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-PHYSICS-PAPER-II-031024.pdf,(4.21 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-HINDI-COMPULSORY-290923.pdf,(4.22 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MATHEMATICS-PAPER%20I-QP-CSM-25-010925.pdf,(4.23 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-HISTORY-PAPER-II-29092023.pdf,(4.3 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CISF-25-ESSAY-PRECIS-WRITING-COMPREHENSION-280425.pdf,(4.32 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-STATISTICS-PAPER-I-031024.pdf,(4.33 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEO-PHYSICS-PAPER-III-240624.pdf,(4.35 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-CHEMISTRY-PAPER-I-29092023.pdf,(4.37 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/STATISTICS-PAPER-II-QP-CSM-25-010925.pdf,(4.38 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-CHEMICAL-ENGINEERING-PAPER-I-021224.pdf,(4.4 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-STATISTICS-PAPER-I-29092023.pdf,(4.4 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MEDICAL-SCIENCE-PAPER-I-QP-CSM-25-010925.pdf,(4.41 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ELECTRICAL-ENGINEERING-PAPER-II-29092023.pdf,(4.42 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-PHYSICS-PAPER-I-031024.pdf,(4.43 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-ASSAMESE-COMPULSORY-290923.pdf,(4.46 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-MARATHI-COMPULSORY-290923.pdf,(4.48 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-MECHANICAL-ENGINEERING-PAPER-II-021224.pdf,(4.5 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CGSMain-24-GEO-PHYSICS-PAPER-I-240624.pdf,(4.5 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/ELECTRICAL-ENGINEERING-PAPER-I-QP-ESEM-25-110825.pdf,(4.51 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-PUBLIC%20ADMINISTRATION-PAPER-II-29092023.pdf,(4.52 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/COMMERCE-AND-ACCOUNTANCY-PAPER-I-QP-CSM-25-010925.pdf,(4.6 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-ESEM-26-220626-ELECTRICAL-ENGINEERING-PAPER-I.pdf,(4.61 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/STATISTICS-PAPER-I-QP-CSM-25-010925.pdf,(4.65 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CBI_DSP_LDCE_2023_Eng_18032024.pdf,(4.66 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MARATHI-COMPULSORY-QP-CSM-25-010925.pdf,(4.75 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-MATHEMATICS-PAPER-II-031024.pdf,(4.75 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/CHEMISTRY-PAPER-II-QP-CSM-25-010925.pdf,(4.8 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/HINDI-COMPULSORY-QP-CSM-25-010925.pdf,(4.81 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP_CAPF_2024_GS-ESSAY-AND-COMP_05082024.pdf,(4.87 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-IFSM-24-GENERAL-ENGLISH-021224.pdf,(4.93 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-23-TELUGU-COMPULSORY-290923.pdf,(4.94 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MECHANICAL-ENGINEERING-PAPER-II-QP-ESEM-25-110825.pdf,(4.95 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/CIVIL-ENGINEERING-PAPER%20II-QP-CSM-25-010925.pdf,(4.96 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-CSM-24-CHEMISTRY-PAPER-I-031024.pdf,(4.96 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/MALAYALAM-COMPULSORY-QP-CSM-25-010925.pdf,(4.98 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-19-20-PAPER-II%20%28PROC-%20PRACTICE%2C%20CATEGORIES%20I%2C%20VIII%20AND%20XI%20%29-280823.pdf,(41.04 MB),exam archive,UPSC previous question papers,English,final_resources.csv
India,https://www.upsc.gov.in/sites/default/files/QP-SO-21-22-PAPER-II-PROCEDURE-PRACTICE-CATEGORY-I-VIII-XI-161023.pdf,(41.77 MB),exam archive,UPSC previous question papers,English,final_resources.csv
