country,resource_url,resource_title,source_type,source_title,language,source_file
Australia,https://amt.edu.au/aio,Australian Informatics Olympiad (AIO),contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,https://amt.edu.au/australian-invitational-informatics-olympiad-aiio,Australian Invitational Informatics Olympiad (AIIO),contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,https://amt.edu.au/amo,Australian Mathematical Olympiad (AMO),contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,https://amt.edu.au/french-australian-regional-informatics-olympiad-fario,French-Australian Regional Informatics Olympiad (FARIO),contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,https://amt.edu.au/olympiad-programs,Olympiad and Pathways Program,contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,http://amt.edu.au/department/past-papers,Past Papers,contest archive,Australian Maths Trust past papers,English,final_resources.csv
Australia,https://amt.edu.au/alumni-network,The AMT Olympiad Alumni Network,contest archive,Australian Maths Trust past papers,English,final_resources.csv
Brazil,https://olimpiada.ic.unicamp.br/passadas/,Brazilian Olympiad in Informatics archive — official gateway,contest archive,Brazilian Olympiad in Informatics archive,Portuguese,final_resources.csv
Brazil,https://olimpiada.ic.unicamp.br/pratique/,OBI practice platform — official gateway,online practice,OBI practice platform,Portuguese,final_resources.csv
Brazil,https://www.obmep.org.br/provas.htm,OBMEP exams and solutions — official gateway,contest archive,OBMEP exams and solutions,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/alfabetiza-brasil,Alfabetiza Brasil,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/arcu-sul,Arcu-Sul,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/avaliacao-da-alfabetizacao,Avaliação da Alfabetização,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/avaliacao-da-educacao-profissional-e-tecnologica,Avaliação da Educação Profissional e Tecnológica,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/avaliacao-in-loco,Avaliação in loco,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais,Avaliações e Exames Educacionais,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/centrais-de-conteudo/apresentacoes/avaliacoes-e-exames-educacionais,Avaliações e Exames Educacionais,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/bni,BNI,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/celpe-bras,Celpe-Bras,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/composicao/diretoria-de-avaliacao-da-educacao-profissional-e-tecnologica/coordenacao-geral-de-exames-e-certificacoes-da-ept,Coordenação-Geral de Exames e Certificações da EPT,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/composicao/diretoria-de-avaliacao-da-educacao-basica/coordenacao-geral-de-exames-para-certificacao-1,Coordenação-Geral do Exame Nacional do Ensino Médio,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enade,Enade,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enade-bacharelado-e-superiores-de-tecnologia,Enade Bacharelado e Superiores de Tecnologia,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enade-das-licenciaturas,Enade das licenciaturas,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enamed,Enamed,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/encceja,Encceja,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem,Enem,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/erce,Erce,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/exame-nacional-de-avaliacao-da-formacao-medica-enamed,Exame Nacional de Avaliação da Formação Médica (Enamed),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/assuntos/iniciativas-descontinuadas/provao,Exame Nacional de Cursos (Provão),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/exame-nacional-de-desempenho-dos-estudantes-enade,Exame Nacional de Desempenho dos Estudantes (Enade),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/exame-nacional-de-revalidacao-de-diplomas-medicos-expedidos-por-instituicoes-de-educacao-superior-estrangeira-revalida,Exame Nacional de Revalidação de Diplomas Médicos Expedidos por Instituições de Educação Superior Estrangeira (Revalida),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/exame-nacional-do-ensino-medio-enem,Exame Nacional do Ensino Médio (Enem),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/exame-nacional-para-certificacao-de-competencias-de-jovens-e-adultos-encceja,Exame Nacional para Certificação de Competências de Jovens e Adultos (Encceja),national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/iccs,ICCS,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem/provas-e-gabaritos,INEP ENEM provas e gabaritos — official gateway,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem/provas-e-gabaritos#govbr-busca-input,Ir para a Busca 4,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem/provas-e-gabaritos#wrapper,Ir para o Conteúdo 1,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem/provas-e-gabaritos#portal-footer,Ir para o Mapa do site 5,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/enem/provas-e-gabaritos#main-navigation,Ir para o menu de Navegação 3,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/pirls,PIRLS,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/pisa,Pisa,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/acesso-a-informacao/perguntas-frequentes/prova-nacional-docente,Prova Nacional Docente,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/prova-nacional-docente,Prova Nacional Docente,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/centrais-de-conteudo/legislacao/prova-nacional-docente,Prova Nacional Docente,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/centrais-de-conteudo/noticias/prova-nacional-docente,Prova Nacional Docente,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/revalida,Revalida,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/riaces,Riaces,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/saeb,Saeb,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Brazil,https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/timms,TIMSS,national examination,INEP ENEM provas e gabaritos,Portuguese,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2011/,2011,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2012/,2012,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2013/,2013,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2014/,2014,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2015/,2015,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2016/,2016,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2017/,2017,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2018/,2018,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2019/,2019,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2020/,2020,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2021/,2021,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/,2022,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2023/,2023,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2024/,2024,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2025/,2025,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2026/,2026,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/apmo/,APMO: Asian Pacific Mathematics Olympiad,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/advancing/,Advancing,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/award-winners/,Awards,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/awards-and-prizes/,Awards and Prizes,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/cjmc/,CJMC: Canada Jay Mathematics Competition,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/clmc/,CLMC: Canada Lynx Competition,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/repechage/,CMOQR: CMO Qualifying Repêchage,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/,COMC: Canadian Open Mathematics Challenge,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/getting-ready/,Canadian Open Mathematics Challenge — official gateway,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/inclusion-initiative/,Closing the Gap – CMS Inclusion Initiative,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/education/competition-grants/,Competition Grants,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/,Competitions,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/getting-ready/#copyrightpermissions,Copyright & Permissions,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/egmo/,EGMO: European Girls Mathematics Olympiad,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/eligibility/,Eligibility,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/membership/faq/,Frequently Asked Questions,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/imo/,IMO: International Mathematics Olympiad,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/more/,More,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/other-mathematical-competitions/,Other Math Competitions,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/posters/,Posters,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/comc/comc2022/prize-draw/,Prize Draw,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/wp-content/uploads/2023/01/COMC2022-Problem-Set.pdf,Problem Set,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/problem-solving-resources/,Problem Solving Resources,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://www2.cms.math.ca/Competitions/COMC/2022/potw.html,Problem of the Week,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/competitions/scholarship-opportunities/,Scholarship Opportunities,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cms.math.ca/wp-content/uploads/2023/01/COMC2022-official-solutions-en.pdf,Solutions,contest archive,Canadian Open Mathematics Challenge,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=80,CCO/CIW,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=23,CSIMC,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=28,CTMC,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests?field_format_value=All&exposed_month=All&subject_area=4,Computer Science Contests,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc2.math.uwaterloo.ca/contest/Sigma/school/supervisorPortalLogin.php,Contest Supervisor Portal,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests,Contests Overview,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?block_config_key=past_contest%3A1srMgUG8ZWnN5_Mx6CmP5HeP-aleHwL0jgxyVUuVYE4&page=0,Current page 1,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/fr/resources/past-contests,EN / FR,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=25,FGH,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests/gauss,Gauss,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests/how-contests-work,How Contests Work,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests?field_format_value=All&exposed_month=All&subject_area=3,Mathematics Contests,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=14,PCF,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?block_config_key=past_contest%3A1srMgUG8ZWnN5_Mx6CmP5HeP-aleHwL0jgxyVUuVYE4&page=1,Page 2,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?block_config_key=past_contest%3A1srMgUG8ZWnN5_Mx6CmP5HeP-aleHwL0jgxyVUuVYE4&page=2,Page 3,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/contests/pcf,"Pascal, Cayley, and Fermat",contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/problem-set-generator,Problem Set Generator,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/potm,Problem of the Month,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/potw,Problem of the Week,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=27,TUC,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025BCCResults.pdf,picture_as_pdf Download download,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024BCCResults.pdf,picture_as_pdf Download download,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023BCCResults.pdf,picture_as_pdf Download download,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2022/2022BCCResults.pdf,picture_as_pdf Download download,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContest7_8.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContest9_10.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContest5_6.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContest5_6.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContest7_8.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContest9_10.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContest7_8.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContest5_6.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContest9_10.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2022BCCContest7_8.html,preview View Contest arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContestSolutions7_8.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContestSolutions9_10.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2025BCCContestSolutions5_6.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContestSolutions5_6.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContestSolutions7_8.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContestSolutions9_10.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContestSolutions7_8.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContestSolutions5_6.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2023BCCContestSolutions9_10.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
Canada,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2022BCCContestSolutions7_8.html,preview View Solution arrow_forward,contest archive,Waterloo CEMC past contests,English/French,final_resources.csv
China,https://www.noi.cn/,Chinese National Olympiad in Informatics candidate — official gateway,contest organizer,Chinese National Olympiad in Informatics candidate,Chinese,final_resources.csv
China,https://cspsjtest.noi.cn/,NOIæ¥å,contest organizer,Chinese National Olympiad in Informatics candidate,Chinese,final_resources.csv
France,https://maths-olympiques.fr/?page_id=41,Archives,contest archive,POFM/Animath resources,French,final_resources.csv
France,https://maths-olympiques.fr/,POFM/Animath resources — official gateway,contest archive,POFM/Animath resources,French,final_resources.csv
France,https://maths-olympiques.fr/?p=21139,Résultats du test du 13 mai et sélection IMO et JBMO,contest archive,POFM/Animath resources,French,final_resources.csv
France,http://maths-olympiques.fr/?page_id=41,archives,contest archive,POFM/Animath resources,French,final_resources.csv
Germany,https://bwinf.de/olympiade/vergangene-olympiaden/,Archiv,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/jugendwettbewerb/aufgaben/,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/olympiade/aufgaben/,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/41/1_runde/Bundeswettbewerb_41_Aufgabenblatt_WEB.pdf,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/40/1_runde/Bundeswettbewerb-Aufgabenblatt.pdf,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/39/1_runde/Bundeswettbewerb-Aufgabenblatt.pdf,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/38/1_runde/BwInf38-Aufgabenblatt.pdf,Aufgaben,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/37/1_runde/BWINF_37_Aufgaben_WEB.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/36/1_runde/BWINF_36_Aufgaben_WEB.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/35/1_runde/BWINF_35_Aufgaben_WEB.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/34/1_runde/34_Aufgaben.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/33/1_runde/Aufgabenblatt331_Aufgaben.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/32/1_runde/Aufgabenblatt321_Aufgaben.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/31/1_runde/Aufgabenblatt311_Aufgaben.pdf,Aufgaben (Original),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/34/aufgaben343.pdf,Aufgaben Endrunde,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/43/1_runde/Aufgaben431.pdf,Aufgabenblatt 1. Runde,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/42/1_runde/BwInf_42_Aufgaben_WEB.pdf,Aufgabenblatt 1. Runde,contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/44/1_Runde/Aufgaben441.pdf,Aufgabenblatt 1. Runde (PDF),contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/40/1_runde/Bundeswettbewerb40-Mantel.pdf,"Aufgabenblatt 1. Runde: ""Mantelbogen"" mit allgemeinen Infos (Original)",contest archive,BWINF task collection,German,final_resources.csv
Germany,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/39/1_runde/Bundeswettbewerb39-Mantel.pdf,"Aufgabenblatt 1. Runde: ""Mantelbogen"" mit allgemeinen Infos (Original)",contest archive,BWINF task collection,German,final_resources.csv
